0.0,100.09847412109373
0.1,95.58263451213539
0.2,91.27072297691542
0.3,87.15353045070614
0.4,83.22226373537251
0.5,79.46852671950373
0.6,75.88430244661363
0.7,72.46193599311265
0.8,69.19411811948254
0.9,66.07386965973846
1.0,63.09452661583741
1.1,60.24972592519957
1.2,57.53339187094549
1.3,54.939723105825045
1.4,52.463180262125086
1.5,50.09847412109375
1.6,47.840554316614586
1.7,45.68459854900459
1.8,43.62600228589996
1.9,41.66036892823314
2.0,39.78350042029874
2.1,37.99138828385371
2.2,36.280205057103196
2.3,34.64629612028816
2.4,33.08617189041611
2.5,31.59650036846558
2.6,30.174100023146668
2.7,28.815932996019622
2.8,27.519098613459406
2.9,26.28082719160942
3.0,25.09847412109375
3.1,23.969514218854165
3.2,22.89153633504917
3.3,21.86223820349685
3.4,20.879421524663446
3.5,19.940987270696244
3.6,19.04493120247373
3.7,18.189339589098477
3.8,17.372385120690957
3.9,16.59232300575493
4.0,15.847487244779664
4.1,15.136287072120211
4.2,14.45720355855669
4.3,13.808786367276575
4.4,13.18965065635158
4.5,12.59847412109375
4.6,12.033994169973962
4.7,11.495005228071461
4.8,10.9803561622953
4.9,10.488947822878595
5.0,10.019730695894996
5.1,9.571702661783743
5.2,9.143906855096112
5.3,8.73542962089235
5.4,8.345398563424336
5.5,7.972980682936707
5.6,7.61738059660698
5.7,7.277838839825219
5.8,6.953630244185161
5.9,6.644062388722664
6.0,6.34847412109375
6.1,6.066234145533854
6.2,5.796739674582604
6.3,5.539415141694524
6.4,5.293710971986172
6.5,5.059102408494374
6.6,4.835088391438743
6.7,4.62119048809493
6.8,4.41695187099305
6.9,4.2219363422590455
7.0,4.035727402015228
7.1,3.8579273588503646
7.2,3.688156480459485
7.3,3.5260521826394573
7.4,3.3712682549082076
7.5,3.2234741210937496
7.6,3.0823541333138023
7.7,2.9476068978381766
7.8,2.818944631394137
7.9,2.6960925465399614
8.0,2.578788264794062
8.1,2.466781256266246
8.2,2.359832304594342
8.3,2.257712996043399
8.4,2.160205231676398
8.5,2.067100761554489
8.6,1.9782007399720574
8.7,1.8933153007766186
8.8,1.8122631518666015
8.9,1.734871188000979
9.0,1.66097412109375
9.1,1.5904141272037764
9.2,1.5230405094659651
9.3,1.458709376243943
9.4,1.397283333816856
9.5,1.338631192943906
9.6,1.2826276886799983
9.7,1.229153212844046
9.8,1.1780935585685746
9.9,1.129339676385074
10.0,1.0827874413241196
10.1,1.0383374305329036
10.2,0.9958947109351842
10.3,0.9553686364801757
10.4,0.9166726545473645
10.5,0.87972412109375
10.6,0.8444441241487631
10.7,0.8107573152798575
10.8,0.7785917486688464
10.9,0.7478787274553029
11.0,0.718552657018828
11.1,0.6905509048868741
11.2,0.663813666968898
11.3,0.6382838398311622
11.4,0.613906898739412
11.5,0.5906307812089348
11.6,0.5684057758133269
11.7,0.5471844160144671
11.8,0.5269213787869629
11.9,0.5075733878205573
12.0,0.48909912109375
12.1,0.47145912262125655
12.2,0.4546157181868036
12.3,0.4385329348812983
12.4,0.4231764242745263
12.5,0.40851338905628887
12.6,0.3945125129903121
12.7,0.38114389403132387
12.8,0.3683789804624563
12.9,0.35619050991658097
13.0,0.34455245115134253
13.1,0.3334399484535385
13.2,0.3228292685541083
13.3,0.31269774994035654
13.4,0.30302375445715357
13.5,0.29378662109375003
13.6,0.2849666218575033
13.7,0.27654491964027683
13.8,0.26850352798752436
13.9,0.2608252726841382
14.0,0.2534937550750195
14.1,0.24649331704203103
14.2,0.23980900756253692
14.3,0.23342655077810315
14.4,0.2273323155051655
14.5,0.22151328612254628
14.6,0.21595703477364428
14.7,0.21065169482392915
14.8,0.2055859355170533
14.9,0.20074893777545183
15.0,0.19613037109375
15.1,0.19172037147562665
15.2,0.1875095203670134
15.3,0.18348882454063717
15.4,0.17964969688894408
15.5,0.17598393808438473
15.6,0.1724837190678905
15.7,0.16914156432814348
15.8,0.16595033593592656
15.9,0.16290321829945775
16.0,0.15999370360814813
16.1,0.157215577933697
16.2,0.1545629079588396
16.3,0.15203002830540163
16.4,0.149611529434601
16.5,0.14730224609375
16.6,0.14509724628468826
16.7,0.1429918207303817
16.8,0.1409814728171936
16.9,0.13906190899134713
17.0,0.13722902958906735
17.1,0.13547892008082021
17.2,0.13380784271094673
17.3,0.1322122285148383
17.4,0.13068866969660392
17.5,0.12923391235094908
17.6,0.1278448495137235
17.7,0.12651851452629478
17.8,0.12525207469957583
17.9,0.12404282526417548
18.0,0.12288818359375
18.1,0.12178568368921913
18.2,0.12073297091206585
18.3,0.1197277969554718
18.4,0.11876801504254858
18.5,0.1178515753414087
18.6,0.11697652058728511
18.7,0.11614098190234837
18.8,0.11534317480429415
18.9,0.11458139539517696
19.0,0.11385401672234954
19.1,0.11315948530373675
19.2,0.1124963178100224
19.3,0.11186309789666292
19.4,0.11125847317896274
19.5,0.11068115234375
19.6,0.11012990239148457
19.7,0.10960354600290793
19.8,0.1091009590246109
19.9,0.10862106806814929
20.0,0.10816284821757935
20.1,0.10772532084051756
20.2,0.10730755149804919
20.3,0.10690864794902208
20.4,0.10652775824446348
20.5,0.10616406890804977
20.6,0.10581680319874338
20.7,0.1054852194518862
20.8,0.10516860949520646
20.9,0.10486629713635638
21.0,0.10457763671875
21.1,0.10430201174261729
21.2,0.10403883354832896
21.3,0.10378754005918045
21.4,0.10354759458094964
21.5,0.10331848465566468
21.6,0.10309972096713378
21.7,0.1028908362958996
21.8,0.10269138452138604
21.9,0.10250093966910674
22.0,0.10231909500089989
22.1,0.10214546214624669
